Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
E0,20/11/04,everton,fulham,1,0,H,0.0,0.0,D,2004-05
E0,20/11/04,man united,charlton,2,0,H,1.0,0.0,H,2004-05
E0,20/11/04,middlesbrough,liverpool,2,0,H,1.0,0.0,H,2004-05
E0,20/11/04,norwich,southampton,2,1,H,1.0,1.0,D,2004-05
E0,20/11/04,portsmouth,man city,1,3,A,1.0,1.0,D,2004-05
E0,21/11/04,blackburn,birmingham,3,3,D,1.0,3.0,A,2004-05
E0,22/11/04,aston villa,tottenham,1,0,H,0.0,0.0,D,2004-05
E0,27/11/04,birmingham,norwich,1,1,D,1.0,0.0,H,2004-05
E0,27/11/04,bolton,portsmouth,0,1,A,0.0,1.0,A,2004-05
E0,27/11/04,charlton,chelsea,0,4,A,0.0,1.0,A,2004-05
E0,27/11/04,fulham,blackburn,0,2,A,0.0,1.0,A,2004-05
E0,27/11/04,man city,aston villa,2,0,H,2.0,0.0,H,2004-05
E0,27/11/04,southampton,crystal palace,2,2,D,0.0,0.0,D,2004-05
E0,27/11/04,west brom,man united,0,3,A,0.0,0.0,D,2004-05
E0,28/11/04,liverpool,arsenal,2,1,H,1.0,0.0,H,2004-05
E0,28/11/04,newcastle,everton,1,1,D,1.0,0.0,H,2004-05
E0,28/11/04,tottenham,middlesbrough,2,0,H,0.0,0.0,D,2004-05
E0,4/12/2004,arsenal,birmingham,3,0,H,1.0,0.0,H,2004-05
E0,4/12/2004,aston villa,liverpool,1,1,D,1.0,1.0,D,2004-05
E0,4/12/2004,blackburn,tottenham,0,1,A,0.0,0.0,D,2004-05
E0,4/12/2004,chelsea,newcastle,4,0,H,0.0,0.0,D,2004-05
E0,4/12/2004,everton,bolton,3,2,H,1.0,1.0,D,2004-05
E0,4/12/2004,man united,southampton,3,0,H,0.0,0.0,D,2004-05
E0,4/12/2004,norwich,fulham,0,1,A,0.0,1.0,A,2004-05
E0,4/12/2004,portsmouth,west brom,3,2,H,1.0,2.0,A,2004-05
E0,5/12/2004,crystal palace,charlton,0,1,A,0.0,0.0,D,2004-05
E0,6/12/2004,middlesbrough,man city,3,2,H,1.0,1.0,D,2004-05
E0,11/12/2004,crystal palace,blackburn,0,0,D,0.0,0.0,D,2004-05
E0,11/12/2004,everton,liverpool,1,0,H,0.0,0.0,D,2004-05
E0,11/12/2004,man city,tottenham,0,1,A,0.0,0.0,D,2004-05
E0,11/12/2004,newcastle,portsmouth,1,1,D,1.0,1.0,D,2004-05
E0,11/12/2004,norwich,bolton,3,2,H,1.0,2.0,A,2004-05
E0,11/12/2004,southampton,middlesbrough,2,2,D,1.0,0.0,H,2004-05
E0,11/12/2004,west brom,charlton,0,1,A,0.0,1.0,A,2004-05
E0,12/12/2004,arsenal,chelsea,2,2,D,2.0,1.0,H,2004-05
E0,12/12/2004,aston villa,birmingham,1,2,A,0.0,2.0,A,2004-05
E0,13/12/04,fulham,man united,1,1,D,0.0,1.0,A,2004-05
E0,14/12/04,liverpool,portsmouth,1,1,D,0.0,0.0,D,2004-05
E0,18/12/04,birmingham,west brom,4,0,H,3.0,0.0,H,2004-05
E0,18/12/04,blackburn,everton,0,0,D,0.0,0.0,D,2004-05
E0,18/12/04,bolton,man city,0,1,A,0.0,0.0,D,2004-05
E0,18/12/04,chelsea,norwich,4,0,H,3.0,0.0,H,2004-05
E0,18/12/04,man united,crystal palace,5,2,H,2.0,1.0,H,2004-05
E0,18/12/04,middlesbrough,aston villa,3,0,H,1.0,0.0,H,2004-05
E0,18/12/04,tottenham,southampton,5,1,H,3.0,0.0,H,2004-05
E0,19/12/04,liverpool,newcastle,3,1,H,2.0,1.0,H,2004-05
E0,19/12/04,portsmouth,arsenal,0,1,A,0.0,0.0,D,2004-05
E0,20/12/04,charlton,fulham,2,1,H,1.0,0.0,H,2004-05
E0,26/12/04,arsenal,fulham,2,0,H,1.0,0.0,H,2004-05
E0,26/12/04,birmingham,middlesbrough,2,0,H,2.0,0.0,H,2004-05
E0,26/12/04,blackburn,newcastle,2,2,D,1.0,2.0,A,2004-05
E0,26/12/04,chelsea,aston villa,1,0,H,1.0,0.0,H,2004-05
E0,26/12/04,crystal palace,portsmouth,0,1,A,0.0,0.0,D,2004-05
E0,26/12/04,everton,man city,2,1,H,1.0,1.0,D,2004-05
E0,26/12/04,man united,bolton,2,0,H,1.0,0.0,H,2004-05
E0,26/12/04,norwich,tottenham,0,2,A,0.0,0.0,D,2004-05
E0,26/12/04,southampton,charlton,0,0,D,0.0,0.0,D,2004-05
E0,26/12/04,west brom,liverpool,0,5,A,0.0,1.0,A,2004-05
E0,28/12/04,aston villa,man united,0,1,A,0.0,1.0,A,2004-05
E0,28/12/04,bolton,blackburn,0,1,A,0.0,1.0,A,2004-05
E0,28/12/04,charlton,everton,2,0,H,0.0,0.0,D,2004-05
E0,28/12/04,fulham,birmingham,2,3,A,1.0,2.0,A,2004-05
E0,28/12/04,liverpool,southampton,1,0,H,1.0,0.0,H,2004-05
E0,28/12/04,man city,west brom,1,1,D,1.0,0.0,H,2004-05
E0,28/12/04,middlesbrough,norwich,2,0,H,0.0,0.0,D,2004-05
E0,28/12/04,portsmouth,chelsea,0,2,A,0.0,0.0,D,2004-05
E0,28/12/04,tottenham,crystal palace,1,1,D,0.0,0.0,D,2004-05
E0,29/12/04,newcastle,arsenal,0,1,A,0.0,1.0,A,2004-05
E0,1/1/2005,aston villa,blackburn,1,0,H,0.0,0.0,D,2004-05
E0,1/1/2005,bolton,west brom,1,1,D,0.0,1.0,A,2004-05
E0,1/1/2005,charlton,arsenal,1,3,A,1.0,1.0,D,2004-05
E0,1/1/2005,fulham,crystal palace,3,1,H,1.0,1.0,D,2004-05
E0,1/1/2005,liverpool,chelsea,0,1,A,0.0,0.0,D,2004-05
E0,1/1/2005,man city,southampton,2,1,H,2.0,0.0,H,2004-05
E0,1/1/2005,middlesbrough,man united,0,2,A,0.0,1.0,A,2004-05
E0,1/1/2005,newcastle,birmingham,2,1,H,2.0,0.0,H,2004-05
E0,1/1/2005,portsmouth,norwich,1,1,D,0.0,1.0,A,2004-05
E0,1/1/2005,tottenham,everton,5,2,H,2.0,1.0,H,2004-05
E0,3/1/2005,blackburn,charlton,1,0,H,1.0,0.0,H,2004-05
E0,3/1/2005,crystal palace,aston villa,2,0,H,1.0,0.0,H,2004-05
E0,3/1/2005,norwich,liverpool,1,2,A,0.0,0.0,D,2004-05
E0,3/1/2005,west brom,newcastle,0,0,D,0.0,0.0,D,2004-05
E0,4/1/2005,arsenal,man city,1,1,D,0.0,1.0,A,2004-05
E0,4/1/2005,birmingham,bolton,1,2,A,0.0,1.0,A,2004-05
E0,4/1/2005,chelsea,middlesbrough,2,0,H,2.0,0.0,H,2004-05
E0,4/1/2005,everton,portsmouth,2,1,H,1.0,1.0,D,2004-05
E0,4/1/2005,man united,tottenham,0,0,D,0.0,0.0,D,2004-05
E0,5/1/2005,southampton,fulham,3,3,D,2.0,2.0,D,2004-05
E0,15/01/05,aston villa,norwich,3,0,H,2.0,0.0,H,2004-05
E0,15/01/05,bolton,arsenal,1,0,H,1.0,0.0,H,2004-05
E0,15/01/05,charlton,birmingham,3,1,H,1.0,0.0,H,2004-05
E0,15/01/05,liverpool,man united,0,1,A,0.0,1.0,A,2004-05
E0,15/01/05,man city,crystal palace,3,1,H,2.0,1.0,H,2004-05
E0,15/01/05,newcastle,southampton,2,1,H,2.0,1.0,H,2004-05
E0,15/01/05,portsmouth,blackburn,0,1,A,0.0,0.0,D,2004-05
E0,15/01/05,tottenham,chelsea,0,2,A,0.0,1.0,A,2004-05
E0,16/01/05,fulham,west brom,1,0,H,0.0,0.0,D,2004-05
E0,16/01/05,middlesbrough,everton,1,1,D,1.0,0.0,H,2004-05
E0,22/01/05,birmingham,fulham,1,2,A,0.0,0.0,D,2004-05
E0,22/01/05,chelsea,portsmouth,3,0,H,3.0,0.0,H,2004-05
E0,22/01/05,crystal palace,tottenham,3,0,H,0.0,0.0,D,2004-05
E0,22/01/05,everton,charlton,0,1,A,0.0,1.0,A,2004-05
E0,22/01/05,man united,aston villa,3,1,H,1.0,0.0,H,2004-05
E0,22/01/05,norwich,middlesbrough,4,4,D,1.0,1.0,D,2004-05
E0,22/01/05,southampton,liverpool,2,0,H,2.0,0.0,H,2004-05
E0,22/01/05,west brom,man city,2,0,H,1.0,0.0,H,2004-05
E0,23/01/05,arsenal,newcastle,1,0,H,1.0,0.0,H,2004-05
E0,24/01/05,blackburn,bolton,0,1,A,0.0,0.0,D,2004-05
E0,1/2/2005,arsenal,man united,2,4,A,2.0,1.0,H,2004-05
E0,1/2/2005,bolton,tottenham,3,1,H,0.0,0.0,D,2004-05
E0,1/2/2005,charlton,liverpool,1,2,A,1.0,0.0,H,2004-05
E0,1/2/2005,portsmouth,middlesbrough,2,1,H,1.0,1.0,D,2004-05
E0,1/2/2005,west brom,crystal palace,2,2,D,0.0,0.0,D,2004-05
E0,2/2/2005,birmingham,southampton,2,1,H,2.0,0.0,H,2004-05
E0,2/2/2005,blackburn,chelsea,0,1,A,0.0,1.0,A,2004-05
E0,2/2/2005,everton,norwich,1,0,H,0.0,0.0,D,2004-05
E0,2/2/2005,fulham,aston villa,1,1,D,0.0,0.0,D,2004-05
E0,2/2/2005,man city,newcastle,1,1,D,0.0,1.0,A,2004-05
E0,5/2/2005,aston villa,arsenal,1,3,A,0.0,3.0,A,2004-05
E0,5/2/2005,crystal palace,bolton,0,1,A,0.0,1.0,A,2004-05
E0,5/2/2005,liverpool,fulham,3,1,H,1.0,1.0,D,2004-05
E0,5/2/2005,man united,birmingham,2,0,H,0.0,0.0,D,2004-05
E0,5/2/2005,middlesbrough,blackburn,1,0,H,1.0,0.0,H,2004-05
E0,5/2/2005,newcastle,charlton,1,1,D,0.0,0.0,D,2004-05
E0,5/2/2005,norwich,west brom,3,2,H,1.0,1.0,D,2004-05
E0,5/2/2005,tottenham,portsmouth,3,1,H,1.0,1.0,D,2004-05
E0,6/2/2005,chelsea,man city,0,0,D,0.0,0.0,D,2004-05
E0,6/2/2005,southampton,everton,2,2,D,1.0,1.0,D,2004-05
E0,12/2/2005,birmingham,liverpool,2,0,H,2.0,0.0,H,2004-05
E0,12/2/2005,blackburn,norwich,3,0,H,2.0,0.0,H,2004-05
E0,12/2/2005,bolton,middlesbrough,0,0,D,0.0,0.0,D,2004-05
E0,12/2/2005,everton,chelsea,0,1,A,0.0,0.0,D,2004-05
E0,12/2/2005,portsmouth,aston villa,1,2,A,1.0,1.0,D,2004-05
E0,13/02/05,man city,man united,0,2,A,0.0,0.0,D,2004-05
E0,14/02/05,arsenal,crystal palace,5,1,H,3.0,0.0,H,2004-05
E0,22/02/05,west brom,southampton,0,0,D,0.0,0.0,D,2004-05
E0,26/02/05,aston villa,everton,1,3,A,0.0,1.0,A,2004-05
E0,26/02/05,crystal palace,birmingham,2,0,H,1.0,0.0,H,2004-05
E0,26/02/05,man united,portsmouth,2,1,H,1.0,0.0,H,2004-05
E0,26/02/05,southampton,arsenal,1,1,D,0.0,1.0,A,2004-05
E0,26/02/05,tottenham,fulham,2,0,H,0.0,0.0,D,2004-05
E0,27/02/05,middlesbrough,charlton,2,2,D,0.0,1.0,A,2004-05
E0,27/02/05,newcastle,bolton,2,1,H,1.0,1.0,D,2004-05
E0,28/02/05,norwich,man city,2,3,A,2.0,2.0,D,2004-05
E0,5/3/2005,arsenal,portsmouth,3,0,H,1.0,0.0,H,2004-05
E0,5/3/2005,aston villa,middlesbrough,2,0,H,0.0,0.0,D,2004-05
E0,5/3/2005,crystal palace,man united,0,0,D,0.0,0.0,D,2004-05
E0,5/3/2005,fulham,charlton,0,0,D,0.0,0.0,D,2004-05
E0,5/3/2005,newcastle,liverpool,1,0,H,0.0,0.0,D,2004-05
E0,5/3/2005,norwich,chelsea,1,3,A,0.0,1.0,A,2004-05
E0,5/3/2005,southampton,tottenham,1,0,H,0.0,0.0,D,2004-05
E0,6/3/2005,everton,blackburn,0,1,A,0.0,0.0,D,2004-05
E0,6/3/2005,west brom,birmingham,2,0,H,0.0,0.0,D,2004-05
E0,7/3/2005,man city,bolton,0,1,A,0.0,1.0,A,2004-05
E0,15/03/05,chelsea,west brom,1,0,H,1.0,0.0,H,2004-05
E0,16/03/05,charlton,tottenham,2,0,H,1.0,0.0,H,2004-05
E0,16/03/05,liverpool,blackburn,0,0,D,0.0,0.0,D,2004-05
E0,19/03/05,blackburn,arsenal,0,1,A,0.0,1.0,A,2004-05
E0,19/03/05,bolton,norwich,1,0,H,1.0,0.0,H,2004-05
E0,19/03/05,charlton,west brom,1,4,A,1.0,1.0,D,2004-05
E0,19/03/05,chelsea,crystal palace,4,1,H,1.0,1.0,D,2004-05
E0,19/03/05,man united,fulham,1,0,H,1.0,0.0,H,2004-05
E0,19/03/05,portsmouth,newcastle,1,1,D,1.0,1.0,D,2004-05
E0,19/03/05,tottenham,man city,2,1,H,1.0,1.0,D,2004-05
E0,20/03/05,birmingham,aston villa,2,0,H,0.0,0.0,D,2004-05
E0,20/03/05,liverpool,everton,2,1,H,2.0,0.0,H,2004-05
E0,20/03/05,middlesbrough,southampton,1,3,A,1.0,1.0,D,2004-05
E0,2/4/2005,arsenal,norwich,4,1,H,2.0,1.0,H,2004-05
E0,2/4/2005,birmingham,tottenham,1,1,D,0.0,0.0,D,2004-05
E0,2/4/2005,charlton,man city,2,2,D,1.0,2.0,A,2004-05
E0,2/4/2005,crystal palace,middlesbrough,0,1,A,0.0,1.0,A,2004-05
E0,2/4/2005,liverpool,bolton,1,0,H,0.0,0.0,D,2004-05
E0,2/4/2005,man united,blackburn,0,0,D,0.0,0.0,D,2004-05
E0,2/4/2005,newcastle,aston villa,0,3,A,0.0,1.0,A,2004-05
E0,2/4/2005,southampton,chelsea,1,3,A,0.0,2.0,A,2004-05
E0,3/4/2005,fulham,portsmouth,3,1,H,0.0,1.0,A,2004-05
E0,3/4/2005,west brom,everton,1,0,H,0.0,0.0,D,2004-05
E0,9/4/2005,blackburn,southampton,3,0,H,1.0,0.0,H,2004-05
E0,9/4/2005,bolton,fulham,3,1,H,2.0,0.0,H,2004-05
E0,9/4/2005,chelsea,birmingham,1,1,D,0.0,0.0,D,2004-05
E0,9/4/2005,man city,liverpool,1,0,H,0.0,0.0,D,2004-05
E0,9/4/2005,middlesbrough,arsenal,0,1,A,0.0,0.0,D,2004-05
E0,9/4/2005,norwich,man united,2,0,H,0.0,0.0,D,2004-05
E0,9/4/2005,portsmouth,charlton,4,2,H,2.0,2.0,D,2004-05
E0,10/4/2005,aston villa,west brom,1,1,D,1.0,0.0,H,2004-05
E0,10/4/2005,everton,crystal palace,4,0,H,1.0,0.0,H,2004-05
E0,10/4/2005,tottenham,newcastle,1,0,H,1.0,0.0,H,2004-05
E0,16/04/05,birmingham,portsmouth,0,0,D,0.0,0.0,D,2004-05
E0,16/04/05,charlton,bolton,1,2,A,1.0,1.0,D,2004-05
E0,16/04/05,crystal palace,norwich,3,3,D,1.0,1.0,D,2004-05
E0,16/04/05,fulham,man city,1,1,D,0.0,1.0,A,2004-05
E0,16/04/05,liverpool,tottenham,2,2,D,1.0,1.0,D,2004-05
E0,16/04/05,southampton,aston villa,2,3,A,2.0,0.0,H,2004-05
E0,19/04/05,bolton,southampton,1,1,D,1.0,0.0,H,2004-05
E0,19/04/05,middlesbrough,fulham,1,1,D,0.0,0.0,D,2004-05
E0,20/04/05,aston villa,charlton,0,0,D,0.0,0.0,D,2004-05
E0,20/04/05,blackburn,crystal palace,1,0,H,1.0,0.0,H,2004-05
E0,20/04/05,chelsea,arsenal,0,0,D,0.0,0.0,D,2004-05
E0,20/04/05,everton,man united,1,0,H,0.0,0.0,D,2004-05
E0,20/04/05,man city,birmingham,3,0,H,0.0,0.0,D,2004-05
E0,20/04/05,norwich,newcastle,2,1,H,0.0,0.0,D,2004-05
E0,20/04/05,portsmouth,liverpool,1,2,A,1.0,2.0,A,2004-05
E0,20/04/05,tottenham,west brom,1,1,D,0.0,1.0,A,2004-05
E0,23/04/05,aston villa,bolton,1,1,D,1.0,0.0,H,2004-05
E0,23/04/05,blackburn,man city,0,0,D,0.0,0.0,D,2004-05
E0,23/04/05,chelsea,fulham,3,1,H,1.0,1.0,D,2004-05
E0,23/04/05,crystal palace,liverpool,1,0,H,1.0,0.0,H,2004-05
E0,23/04/05,everton,birmingham,1,1,D,0.0,1.0,A,2004-05
E0,23/04/05,middlesbrough,west brom,4,0,H,3.0,0.0,H,2004-05
E0,23/04/05,norwich,charlton,1,0,H,0.0,0.0,D,2004-05
E0,24/04/05,man united,newcastle,2,1,H,0.0,1.0,A,2004-05
E0,24/04/05,portsmouth,southampton,4,1,H,4.0,1.0,H,2004-05
E0,25/04/05,arsenal,tottenham,1,0,H,1.0,0.0,H,2004-05
E0,26/04/05,west brom,blackburn,1,1,D,1.0,0.0,H,2004-05
E0,27/04/05,newcastle,middlesbrough,0,0,D,0.0,0.0,D,2004-05
E0,30/04/05,birmingham,blackburn,2,1,H,0.0,1.0,A,2004-05
E0,30/04/05,bolton,chelsea,0,2,A,0.0,0.0,D,2004-05
E0,30/04/05,fulham,everton,2,0,H,2.0,0.0,H,2004-05
E0,30/04/05,liverpool,middlesbrough,1,1,D,0.0,1.0,A,2004-05
E0,30/04/05,man city,portsmouth,2,0,H,2.0,0.0,H,2004-05
E0,30/04/05,newcastle,crystal palace,0,0,D,0.0,0.0,D,2004-05
E0,30/04/05,southampton,norwich,4,3,H,3.0,3.0,D,2004-05
E0,1/5/2005,charlton,man united,0,4,A,0.0,2.0,A,2004-05
E0,1/5/2005,tottenham,aston villa,5,1,H,3.0,1.0,H,2004-05
E0,2/5/2005,west brom,arsenal,0,2,A,0.0,0.0,D,2004-05
E0,4/5/2005,fulham,newcastle,1,3,A,0.0,1.0,A,2004-05
E0,7/5/2005,aston villa,man city,1,2,A,0.0,2.0,A,2004-05
E0,7/5/2005,blackburn,fulham,1,3,A,1.0,1.0,D,2004-05
E0,7/5/2005,chelsea,charlton,1,0,H,0.0,0.0,D,2004-05
E0,7/5/2005,crystal palace,southampton,2,2,D,1.0,1.0,D,2004-05
E0,7/5/2005,everton,newcastle,2,0,H,1.0,0.0,H,2004-05
E0,7/5/2005,man united,west brom,1,1,D,1.0,0.0,H,2004-05
E0,7/5/2005,middlesbrough,tottenham,1,0,H,1.0,0.0,H,2004-05
E0,7/5/2005,norwich,birmingham,1,0,H,1.0,0.0,H,2004-05
E0,7/5/2005,portsmouth,bolton,1,1,D,0.0,1.0,A,2004-05
E0,8/5/2005,arsenal,liverpool,3,1,H,2.0,0.0,H,2004-05
E0,10/5/2005,man united,chelsea,1,3,A,1.0,1.0,D,2004-05
E0,11/5/2005,arsenal,everton,7,0,H,3.0,0.0,H,2004-05
E0,15/05/05,birmingham,arsenal,2,1,H,0.0,0.0,D,2004-05
E0,15/05/05,bolton,everton,3,2,H,0.0,1.0,A,2004-05
E0,15/05/05,charlton,crystal palace,2,2,D,1.0,0.0,H,2004-05
E0,15/05/05,fulham,norwich,6,0,H,2.0,0.0,H,2004-05
E0,15/05/05,liverpool,aston villa,2,1,H,2.0,0.0,H,2004-05
E0,15/05/05,man city,middlesbrough,1,1,D,0.0,1.0,A,2004-05
E0,15/05/05,newcastle,chelsea,1,1,D,1.0,1.0,D,2004-05
E0,15/05/05,southampton,man united,1,2,A,1.0,1.0,D,2004-05
E0,15/05/05,tottenham,blackburn,0,0,D,0.0,0.0,D,2004-05
E0,15/05/05,west brom,portsmouth,2,0,H,0.0,0.0,D,2004-05
E0,13/08/05,aston villa,bolton,2,2,D,2.0,2.0,D,2005-06
E0,13/08/05,everton,man united,0,2,A,0.0,1.0,A,2005-06
E0,13/08/05,fulham,birmingham,0,0,D,0.0,0.0,D,2005-06
E0,13/08/05,man city,west brom,0,0,D,0.0,0.0,D,2005-06
E0,13/08/05,middlesbrough,liverpool,0,0,D,0.0,0.0,D,2005-06
E0,13/08/05,portsmouth,tottenham,0,2,A,0.0,1.0,A,2005-06
E0,13/08/05,sunderland,charlton,1,3,A,1.0,1.0,D,2005-06
E0,13/08/05,west ham,blackburn,3,1,H,0.0,1.0,A,2005-06
E0,14/08/05,arsenal,newcastle,2,0,H,0.0,0.0,D,2005-06
E0,14/08/05,wigan,chelsea,0,1,A,0.0,0.0,D,2005-06
E0,20/08/05,birmingham,man city,1,2,A,1.0,1.0,D,2005-06
E0,20/08/05,blackburn,fulham,2,1,H,1.0,0.0,H,2005-06
E0,20/08/05,charlton,wigan,1,0,H,1.0,0.0,H,2005-06
E0,20/08/05,liverpool,sunderland,1,0,H,1.0,0.0,H,2005-06
E0,20/08/05,man united,aston villa,1,0,H,0.0,0.0,D,2005-06
E0,20/08/05,newcastle,west ham,0,0,D,0.0,0.0,D,2005-06
E0,20/08/05,tottenham,middlesbrough,2,0,H,0.0,0.0,D,2005-06
E0,20/08/05,west brom,portsmouth,2,1,H,1.0,0.0,H,2005-06
E0,21/08/05,bolton,everton,0,1,A,0.0,0.0,D,2005-06
E0,21/08/05,chelsea,arsenal,1,0,H,0.0,0.0,D,2005-06
E0,23/08/05,birmingham,middlesbrough,0,3,A,0.0,2.0,A,2005-06
E0,23/08/05,portsmouth,aston villa,1,1,D,1.0,1.0,D,2005-06
E0,23/08/05,sunderland,man city,1,2,A,1.0,2.0,A,2005-06
E0,24/08/05,arsenal,fulham,4,1,H,1.0,1.0,D,2005-06
E0,24/08/05,blackburn,tottenham,0,0,D,0.0,0.0,D,2005-06
E0,24/08/05,bolton,newcastle,2,0,H,1.0,0.0,H,2005-06
E0,24/08/05,chelsea,west brom,4,0,H,2.0,0.0,H,2005-06
E0,27/08/05,aston villa,blackburn,1,0,H,1.0,0.0,H,2005-06
E0,27/08/05,fulham,everton,1,0,H,0.0,0.0,D,2005-06
E0,27/08/05,man city,portsmouth,2,1,H,0.0,0.0,D,2005-06
E0,27/08/05,tottenham,chelsea,0,2,A,0.0,1.0,A,2005-06
E0,27/08/05,west brom,birmingham,2,3,A,1.0,3.0,A,2005-06
E0,27/08/05,west ham,bolton,1,2,A,0.0,0.0,D,2005-06
E0,27/08/05,wigan,sunderland,1,0,H,1.0,0.0,H,2005-06
E0,28/08/05,middlesbrough,charlton,0,3,A,0.0,1.0,A,2005-06
E0,28/08/05,newcastle,man united,0,2,A,0.0,0.0,D,2005-06
E0,10/9/2005,birmingham,charlton,0,1,A,0.0,1.0,A,2005-06
E0,10/9/2005,chelsea,sunderland,2,0,H,0.0,0.0,D,2005-06
E0,10/9/2005,everton,portsmouth,0,1,A,0.0,0.0,D,2005-06
E0,10/9/2005,man united,man city,1,1,D,1.0,0.0,H,2005-06
E0,10/9/2005,middlesbrough,arsenal,2,1,H,1.0,0.0,H,2005-06
E0,10/9/2005,newcastle,fulham,1,1,D,0.0,1.0,A,2005-06
E0,10/9/2005,tottenham,liverpool,0,0,D,0.0,0.0,D,2005-06
E0,10/9/2005,west brom,wigan,1,2,A,1.0,1.0,D,2005-06
E0,11/9/2005,bolton,blackburn,0,0,D,0.0,0.0,D,2005-06
E0,12/9/2005,west ham,aston villa,4,0,H,2.0,0.0,H,2005-06
E0,17/09/05,aston villa,tottenham,1,1,D,1.0,0.0,H,2005-06
E0,17/09/05,charlton,chelsea,0,2,A,0.0,0.0,D,2005-06
E0,17/09/05,fulham,west ham,1,2,A,0.0,0.0,D,2005-06
E0,17/09/05,portsmouth,birmingham,1,1,D,1.0,1.0,D,2005-06
E0,17/09/05,sunderland,west brom,1,1,D,1.0,0.0,H,2005-06
E0,18/09/05,blackburn,newcastle,0,3,A,0.0,0.0,D,2005-06
E0,18/09/05,liverpool,man united,0,0,D,0.0,0.0,D,2005-06
E0,18/09/05,man city,bolton,0,1,A,0.0,0.0,D,2005-06
E0,18/09/05,wigan,middlesbrough,1,1,D,0.0,1.0,A,2005-06
E0,19/09/05,arsenal,everton,2,0,H,2.0,0.0,H,2005-06
E0,24/09/05,birmingham,liverpool,2,2,D,0.0,0.0,D,2005-06
E0,24/09/05,bolton,portsmouth,1,0,H,1.0,0.0,H,2005-06
E0,24/09/05,chelsea,aston villa,2,1,H,1.0,1.0,D,2005-06
E0,24/09/05,everton,wigan,0,1,A,0.0,0.0,D,2005-06
E0,24/09/05,man united,blackburn,1,2,A,0.0,1.0,A,2005-06
E0,24/09/05,newcastle,man city,1,0,H,1.0,0.0,H,2005-06
E0,24/09/05,west brom,charlton,1,2,A,0.0,2.0,A,2005-06
E0,24/09/05,west ham,arsenal,0,0,D,0.0,0.0,D,2005-06
E0,25/09/05,middlesbrough,sunderland,0,2,A,0.0,1.0,A,2005-06
E0,26/09/05,tottenham,fulham,1,0,H,1.0,0.0,H,2005-06
E0,1/10/2005,blackburn,west brom,2,0,H,0.0,0.0,D,2005-06
E0,1/10/2005,charlton,tottenham,2,3,A,1.0,0.0,H,2005-06
E0,1/10/2005,fulham,man united,2,3,A,2.0,3.0,A,2005-06
E0,1/10/2005,portsmouth,newcastle,0,0,D,0.0,0.0,D,2005-06
E0,1/10/2005,sunderland,west ham,1,1,D,1.0,0.0,H,2005-06
E0,2/10/2005,arsenal,birmingham,1,0,H,0.0,0.0,D,2005-06
E0,2/10/2005,aston villa,middlesbrough,2,3,A,0.0,1.0,A,2005-06
E0,2/10/2005,liverpool,chelsea,1,4,A,1.0,2.0,A,2005-06
E0,2/10/2005,man city,everton,2,0,H,0.0,0.0,D,2005-06
E0,2/10/2005,wigan,bolton,2,1,H,0.0,0.0,D,2005-06
E0,15/10/05,chelsea,bolton,5,1,H,0.0,1.0,A,2005-06
E0,15/10/05,liverpool,blackburn,1,0,H,0.0,0.0,D,2005-06
E0,15/10/05,middlesbrough,portsmouth,1,1,D,0.0,0.0,D,2005-06
E0,15/10/05,sunderland,man united,1,3,A,0.0,1.0,A,2005-06
E0,15/10/05,tottenham,everton,2,0,H,0.0,0.0,D,2005-06
E0,15/10/05,west brom,arsenal,2,1,H,1.0,1.0,D,2005-06
E0,15/10/05,wigan,newcastle,1,0,H,1.0,0.0,H,2005-06
E0,16/10/05,birmingham,aston villa,0,1,A,0.0,1.0,A,2005-06
E0,16/10/05,man city,west ham,2,1,H,1.0,0.0,H,2005-06
E0,17/10/05,charlton,fulham,1,1,D,0.0,1.0,A,2005-06
E0,22/10/05,arsenal,man city,1,0,H,0.0,0.0,D,2005-06
E0,22/10/05,aston villa,wigan,0,2,A,0.0,1.0,A,2005-06
E0,22/10/05,blackburn,birmingham,2,0,H,0.0,0.0,D,2005-06
E0,22/10/05,fulham,liverpool,2,0,H,1.0,0.0,H,2005-06
E0,22/10/05,man united,tottenham,1,1,D,1.0,0.0,H,2005-06
E0,22/10/05,portsmouth,charlton,1,2,A,1.0,0.0,H,2005-06
E0,23/10/05,bolton,west brom,2,0,H,0.0,0.0,D,2005-06
E0,23/10/05,everton,chelsea,1,1,D,1.0,0.0,H,2005-06
E0,23/10/05,newcastle,sunderland,3,2,H,2.0,2.0,D,2005-06
E0,23/10/05,west ham,middlesbrough,2,1,H,0.0,0.0,D,2005-06
E0,29/10/05,birmingham,everton,0,1,A,0.0,1.0,A,2005-06
E0,29/10/05,charlton,bolton,0,1,A,0.0,0.0,D,2005-06
E0,29/10/05,chelsea,blackburn,4,2,H,2.0,2.0,D,2005-06
E0,29/10/05,liverpool,west ham,2,0,H,1.0,0.0,H,2005-06
E0,29/10/05,middlesbrough,man united,4,1,H,3.0,0.0,H,2005-06
E0,29/10/05,sunderland,portsmouth,1,4,A,1.0,0.0,H,2005-06
E0,29/10/05,tottenham,arsenal,1,1,D,1.0,0.0,H,2005-06
E0,29/10/05,wigan,fulham,1,0,H,0.0,0.0,D,2005-06
